  10.18661,   6.04288,   3.74877,   2.38781,   2.37721,   1.76693,   1.44541,   1.43816,   1.25636,   1.47313,   1.33991,   1.14097,   1.04226,   1.51265,   1.15215,   1.46284,   1.18108,   1.43791,   1.09169,   1.25519,   1.51428,   1.45910,   1.60079,   1.40819,   1.57405,   1.96993,   2.40073,   3.45408,   5.67592,   9.68753
  10.37794,   6.38994,   3.86291,   2.60355,   2.03559,   1.48596,   1.53762,   1.52213,   1.42158,   0.99500,   1.03599,   1.44947,   0.92409,   1.05039,   0.94138,   1.23250,   1.52470,   1.30283,   1.17577,   1.13086,   0.89934,   1.44511,   1.38008,   1.70547,   1.53704,   1.86436,   2.34366,   3.27977,   5.51566,   9.27707
  10.30725,   6.51938,   4.06568,   2.75144,   1.98745,   1.88025,   1.29971,   1.52259,   1.61283,   1.29696,   1.13058,   1.20088,   1.23904,   0.70478,   1.40535,   0.91776,   1.37765,   0.66400,   1.33784,   1.40977,   1.66163,   1.34678,   1.38081,   1.28064,   1.62857,   1.74925,   2.61811,   3.50475,   5.67883,   9.69950
  10.39311,   6.16272,   3.64986,   2.63973,   2.15482,   1.88354,   1.67170,   0.93044,   1.14838,   1.01938,   1.25177,   1.16779,   1.62140,   1.37026,   0.62842,   1.08607,   0.76315,   1.47336,   1.27328,   1.02408,   1.18131,   1.05188,   0.89054,   1.59552,   1.76353,   1.93219,   2.18462,   3.40165,   5.52534,   9.02148
  10.59958,   6.67969,   3.40883,   2.53137,   1.95957,   1.82368,   1.50873,   1.76186,   1.23317,   1.20205,   1.29387,   1.31633,   1.35536,   0.99614,   1.09433,   1.25488,   1.27844,   0.76557,   1.19496,   0.93388,   1.27607,   1.35509,   1.06305,   1.40047,   1.77845,   1.94289,   2.80711,   3.56524,   5.45139,   9.68337
  10.20437,   6.30757,   4.01505,   2.86989,   2.02148,   1.90669,   1.50095,   1.24948,   1.46467,   1.19954,   1.56671,   1.10521,   0.98772,   1.40445,   1.03438,   0.86751,   1.36842,   1.15445,   0.92538,   0.95573,   1.46861,   1.05729,   1.76316,   1.89056,   1.90092,   2.11689,   2.65613,   3.32493,   5.53815,   9.20864
  10.65457,   6.51391,   3.54146,   2.63475,   2.20585,   1.59956,   1.32364,   1.24201,   1.04537,   1.14607,   0.85030,   1.23573,   0.97233,   1.33519,   1.37332,   1.31851,   1.14461,   1.33521,   0.76208,   1.13606,   1.06938,   1.30023,   1.48891,   1.51575,   1.75946,   1.95387,   3.15479,   3.39496,   5.74068,   9.55528
  10.40706,   6.48604,   3.87058,   2.54727,   2.05696,   1.72105,   1.63018,   1.19822,   1.58319,   1.17583,   0.90853,   1.19217,   1.29865,   1.23923,   1.17736,   1.17678,   1.27748,   0.90336,   1.29526,   1.32632,   1.13387,   1.63075,   1.28790,   1.49641,   1.81570,   2.17810,   2.35125,   3.50299,   5.53023,   9.76351
  10.19658,   6.40352,   4.04092,   2.71345,   1.96129,   1.59912,   1.71005,   1.16351,   1.31141,   1.20157,   1.36633,   1.06853,   1.35548,   1.31441,   1.10474,   1.22863,   1.06390,   1.27708,   1.21911,   1.06664,   1.19921,   1.67596,   1.37007,   1.37054,   1.93310,   1.98646,   1.99271,   3.41730,   5.67761,   9.42144
  10.03844,   6.56599,   4.33872,   2.63511,   1.94686,   1.64044,   1.55664,   1.50060,   0.70310,   1.33144,   0.67109,   1.42063,   1.24851,   1.25915,   1.15123,   1.14068,   1.05466,   0.99606,   1.16973,   1.07206,   1.34217,   1.57156,   1.37405,   1.46313,   1.53908,   1.87365,   2.24744,   3.37133,   5.21229,   9.40550
  10.62078,   6.18379,   3.86168,   2.46199,   1.85372,   1.92718,   1.69221,   1.31241,   0.99636,   1.08667,   1.55529,   1.30496,   1.38348,   1.15827,   1.24812,   1.09395,   1.49110,   1.54363,   0.93090,   1.54723,   1.20312,   1.37989,   1.27623,   1.57010,   1.47061,   2.28179,   2.57772,   3.65151,   5.54676,   9.60670
  10.52721,   6.66502,   4.27455,   2.52291,   2.13879,   1.85735,   1.45341,   1.32416,   1.28155,   1.16156,   0.75533,   0.99588,   1.38110,   1.35927,   0.73342,   1.01117,   1.15490,   1.19457,   1.52296,   1.35258,   1.35442,   1.26200,   1.51098,   1.51964,   1.61592,   1.91817,   2.47920,   3.64848,   5.50851,   9.31014
  10.14013,   6.53551,   4.08071,   2.55499,   2.29115,   1.65684,   1.41553,   1.49892,   1.30211,   1.35080,   1.06609,   1.23613,   1.29799,   0.78676,   1.30465,   1.06858,   0.84097,   1.31314,   1.47050,   1.11123,   1.49310,   1.17587,   1.29237,   1.47817,   1.77909,   1.80728,   2.27583,   3.26549,   5.63881,   9.73881
  10.78108,   6.48051,   3.83518,   2.75760,   2.12564,   1.94376,   1.42428,   1.43598,   1.66599,   1.15896,   1.36953,   1.37449,   1.16883,   1.21954,   0.82041,   1.14491,   1.01137,   1.14834,   1.37762,   0.89324,   1.30808,   1.28883,   1.53543,   1.54646,   1.66889,   1.93963,   2.57134,   3.50503,   5.65789,   9.82484
  10.35077,   6.44182,   4.04441,   2.64107,   2.06707,   1.85342,   1.48835,   1.54656,   1.34507,   1.36897,   1.33398,   1.06558,   1.22980,   0.96411,   1.12124,   1.12774,   1.18347,   0.98462,   0.95201,   1.33935,   1.41681,   0.61293,   1.52520,   1.57342,   1.74355,   2.45898,   2.72988,   3.69021,   5.82140,   9.70258
  10.54677,   6.54723,   4.03389,   2.37534,   2.13129,   1.81995,   1.62666,   1.11974,   1.45864,   1.28917,   1.10337,   1.24137,   1.23712,   0.91530,   1.00316,   0.58983,   1.21285,   1.38692,   0.97966,   1.33334,   1.22041,   0.92873,   1.08691,   1.13608,   1.66222,   1.86467,   2.36857,   3.50282,   5.49126,   9.59792
  10.48422,   6.33796,   3.96498,   2.61126,   1.68524,   1.89184,   1.78613,   1.31079,   1.25148,   1.15665,   0.86595,   1.12609,   1.45236,   0.83632,   1.30179,   1.52288,   1.00201,   0.97329,   1.09942,   1.07764,   1.07349,   1.21672,   1.48877,   1.63851,   1.70022,   1.97195,   2.26669,   3.50675,   5.64323,   9.70025
   9.93346,   6.21964,   3.49425,   2.71764,   1.96786,   1.33800,   1.53598,   1.25751,   1.05599,   1.16152,   1.15991,   1.23541,   0.90936,   0.99199,   1.27328,   1.16508,   1.42458,   1.07808,   1.26841,   1.35393,   1.30190,   1.33215,   1.50128,   1.31484,   1.81267,   2.08242,   2.32988,   3.28537,   5.80759,   9.24645
  10.26797,   6.37900,   3.95332,   2.61180,   2.01560,   1.54082,   1.33983,   1.25230,   1.42331,   1.29150,   1.31033,   1.41346,   0.96415,   0.91175,   1.15843,   1.22844,   1.00456,   0.96289,   1.20143,   1.26658,   1.08886,   1.33913,   1.76401,   1.60989,   1.49499,   2.16523,   2.34635,   3.71910,   5.17260,   8.85242
  10.44520,   6.38262,   3.79617,   2.79979,   1.90856,   1.76203,   1.81994,   1.76294,   1.37536,   1.38523,   1.19349,   1.17832,   1.30837,   1.05574,   1.13815,   0.89728,   1.49021,   0.94570,   1.40511,   1.20410,   1.24012,   1.35183,   0.93959,   1.66209,   1.62858,   2.18557,   2.48893,   3.78168,   5.57925,   9.53933
  10.08991,   6.23714,   4.01680,   2.51282,   2.16207,   1.76766,   1.21721,   1.54904,   1.33012,   1.24778,   1.59022,   1.22389,   0.90854,   0.95820,   1.11321,   0.97567,   1.41046,   0.98292,   1.35276,   1.21215,   1.69614,   1.13043,   1.08793,   1.12096,   1.38470,   1.82622,   2.88031,   3.64129,   5.55887,   9.41075
  10.54213,   6.38258,   3.74450,   2.56221,   1.94136,   1.60603,   1.87598,   1.36991,   1.30075,   1.36209,   1.07717,   1.27937,   1.57583,   1.56172,   1.18780,   1.27623,   1.07096,   1.34147,   1.19823,   1.36622,   1.38879,   1.25401,   1.34018,   1.52276,   1.30055,   2.05297,   2.41965,   3.10643,   5.82755,   9.55103
  10.44363,   6.34525,   3.87205,   2.57905,   2.14898,   1.38098,   1.77974,   1.40749,   1.32479,   1.05450,   1.49583,   1.19460,   0.86227,   1.41253,   1.05842,   1.37383,   1.29876,   1.16405,   0.87649,   1.46516,   1.51712,   1.19074,   1.41691,   1.69457,   1.65546,   2.13288,   2.42323,   3.40050,   5.40770,   9.43152
  10.63594,   6.75140,   3.83460,   2.54154,   2.12909,   2.10049,   1.30575,   1.49994,   1.07308,   1.32522,   1.30898,   1.25399,   1.02468,   1.13036,   1.00162,   1.20918,   1.30397,   1.52944,   1.46569,   1.40688,   1.32132,   1.59526,   1.27434,   1.52371,   1.89112,   1.91796,   2.28501,   3.78013,   5.64439,   9.13039
  10.42000,   6.73976,   3.97336,   2.83432,   2.11031,   1.28876,   1.17335,   1.45665,   1.57585,   1.34092,   1.02972,   1.25097,   1.26214,   1.25679,   1.22411,   1.27756,   1.34393,   1.24186,   1.24987,   1.24344,   1.38672,   1.67861,   1.18903,   1.57726,   1.69329,   1.97345,   2.26159,   3.52051,   5.48079,   9.51116
